claim_id,customer_tier,incident_type,claim_amount,documents_verified,prior_claims_count,policy_tenure_years,days_since_incident,region,channel,fraud_score,ai_initial_decision,human_final_decision,processing_cost,processing_time_hours,outcome,successful_outcome
CLM101072,standard,other,57400.0,True,0,3.8,39,east,call_center,0.27,HUMAN_REVIEW,REJECT,275.31,10.7,FRAUD_CONFIRMED,0
CLM101073,premium,other,87000.0,True,0,3.3,0,west,app,0.417,HUMAN_REVIEW,APPROVE,218.72,12.58,CUSTOMER_COMPLAINT,0
CLM101074,premium,airline_fault,16500.0,False,0,6.1,36,east,app,0.271,AUTO_PROCESS,N/A,45.42,0.23,SUCCESSFUL,1
CLM101075,standard,airline_fault,56700.0,True,2,5.0,8,south,app,0.395,HUMAN_REVIEW,APPROVE,230.52,54.74,DISPUTED,0
CLM101076,standard,mechanical,26900.0,True,0,3.1,26,west,agent,0.1,AUTO_PROCESS,N/A,42.0,0.21,SUCCESSFUL,1
CLM101077,standard,airline_fault,159600.0,True,1,7.2,43,west,app,0.235,HUMAN_REVIEW,REJECT,250.26,71.88,FRAUD_CONFIRMED,0
CLM101078,silver,medical,9300.0,True,0,1.5,14,north,app,0.025,AUTO_PROCESS,N/A,40.5,0.19,SUCCESSFUL,1
CLM101079,standard,mechanical,28500.0,True,0,5.2,44,east,agent,0.327,AUTO_PROCESS,N/A,46.54,0.06,SUCCESSFUL,1
CLM101080,standard,mechanical,17200.0,True,2,1.1,32,west,app,0.203,AUTO_PROCESS,N/A,44.06,0.3,SUCCESSFUL,1
CLM101081,premium,medical,63700.0,False,3,1.8,35,south,call_center,0.84,HUMAN_REVIEW,REJECT,259.89,25.96,CUSTOMER_COMPLAINT,0
CLM101082,premium,weather,8400.0,True,0,5.3,8,east,app,0.027,AUTO_PROCESS,N/A,40.54,0.14,SUCCESSFUL,1
CLM101083,silver,other,15500.0,True,0,2.1,18,north,agent,0.06,AUTO_PROCESS,N/A,41.2,0.19,SUCCESSFUL,1
CLM101084,premium,medical,19200.0,False,0,6.2,44,east,app,0.295,AUTO_PROCESS,N/A,45.9,0.22,SUCCESSFUL,1
CLM101085,silver,mechanical,75300.0,True,0,7.3,42,east,call_center,0.365,HUMAN_REVIEW,APPROVE,233.68,16.28,SUCCESSFUL,1
CLM101086,silver,theft,9700.0,True,1,3.7,40,south,agent,0.337,AUTO_PROCESS,N/A,46.74,0.28,SUCCESSFUL,1
CLM101087,silver,weather,31200.0,False,1,7.9,35,east,call_center,0.34,AUTO_PROCESS,N/A,46.8,0.11,SUCCESSFUL,1
CLM101088,standard,other,70600.0,True,1,2.9,30,east,app,0.302,HUMAN_REVIEW,APPROVE,282.56,40.57,SUCCESSFUL,1
CLM101089,standard,mechanical,14100.0,True,2,7.3,43,west,app,0.156,AUTO_PROCESS,N/A,43.12,0.06,DISPUTED,0
CLM101090,standard,other,22900.0,False,0,4.4,7,east,app,0.552,AUTO_PROCESS,N/A,51.04,0.29,DISPUTED,0
CLM101091,silver,other,52200.0,True,3,5.0,22,north,call_center,0.609,HUMAN_REVIEW,REJECT,234.08,69.16,CUSTOMER_COMPLAINT,0
CLM101092,standard,theft,43500.0,True,0,3.6,19,north,call_center,0.474,AUTO_PROCESS,N/A,49.48,0.1,SUCCESSFUL,1
CLM101093,standard,medical,8400.0,True,1,4.3,40,north,app,0.155,AUTO_PROCESS,N/A,43.1,0.14,SUCCESSFUL,1
CLM101094,silver,theft,71400.0,True,2,2.6,14,south,app,0.493,HUMAN_REVIEW,APPROVE,199.42,50.17,SUCCESSFUL,1
CLM101095,standard,airline_fault,84700.0,True,0,10.9,37,north,call_center,0.09,HUMAN_REVIEW,APPROVE,262.8,15.4,DISPUTED,0
CLM101096,standard,other,53700.0,True,1,3.7,2,south,agent,0.337,HUMAN_REVIEW,REJECT,250.07,35.68,FRAUD_CONFIRMED,0
CLM101097,silver,mechanical,38200.0,True,1,0.5,31,south,call_center,0.116,AUTO_PROCESS,N/A,42.32,0.14,SUCCESSFUL,1
CLM101098,premium,other,122500.0,True,1,2.4,16,west,app,0.298,HUMAN_REVIEW,APPROVE,305.58,67.84,SUCCESSFUL,1
CLM101099,standard,medical,11400.0,True,0,5.2,39,south,call_center,0.032,AUTO_PROCESS,N/A,40.64,0.08,SUCCESSFUL,1
CLM101100,standard,airline_fault,29300.0,True,0,4.0,33,south,app,0.027,AUTO_PROCESS,N/A,40.54,0.18,SUCCESSFUL,1
CLM101101,standard,mechanical,17400.0,False,0,5.3,3,south,call_center,0.373,AUTO_PROCESS,N/A,47.46,0.21,SUCCESSFUL,1
CLM101102,silver,weather,37900.0,True,1,6.0,0,west,app,0.114,AUTO_PROCESS,N/A,42.28,0.29,SUCCESSFUL,1
CLM101103,silver,airline_fault,27100.0,True,0,13.9,25,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.27,SUCCESSFUL,1
CLM101104,standard,medical,19300.0,True,1,5.6,20,east,app,0.062,AUTO_PROCESS,N/A,41.24,0.09,SUCCESSFUL,1
CLM101105,silver,airline_fault,56900.0,True,1,4.9,5,north,call_center,0.094,HUMAN_REVIEW,APPROVE,298.73,31.55,SUCCESSFUL,1
CLM101106,standard,other,68800.0,True,1,5.3,2,south,app,0.473,HUMAN_REVIEW,APPROVE,311.03,66.89,SUCCESSFUL,1
CLM101107,standard,mechanical,68100.0,True,1,7.9,32,west,app,0.297,HUMAN_REVIEW,APPROVE,208.28,18.14,SUCCESSFUL,1
CLM101108,premium,mechanical,148500.0,True,0,4.6,27,south,agent,0.325,HUMAN_REVIEW,REJECT,317.72,39.92,CUSTOMER_COMPLAINT,0
CLM101109,standard,weather,19300.0,True,1,4.4,9,east,app,0.233,AUTO_PROCESS,N/A,44.66,0.1,SUCCESSFUL,1
CLM101110,standard,airline_fault,60000.0,True,1,5.1,18,south,app,0.116,HUMAN_REVIEW,APPROVE,221.54,16.73,SUCCESSFUL,1
CLM101111,standard,theft,21000.0,True,0,2.6,15,north,app,0.331,AUTO_PROCESS,N/A,46.62,0.08,REOPENED,0
CLM101112,silver,mechanical,20000.0,True,1,7.1,42,south,app,0.22,AUTO_PROCESS,N/A,44.4,0.25,DISPUTED,0
CLM101113,premium,theft,133500.0,True,2,4.2,6,east,app,0.469,HUMAN_REVIEW,REJECT,264.08,42.23,FRAUD_CONFIRMED,0
CLM101114,premium,theft,78300.0,True,0,4.8,4,south,app,0.308,HUMAN_REVIEW,APPROVE,251.25,10.14,SUCCESSFUL,1
CLM101115,standard,weather,10900.0,True,0,1.2,26,north,agent,0.246,AUTO_PROCESS,N/A,44.92,0.21,DISPUTED,0
CLM101116,standard,mechanical,16300.0,True,1,1.6,10,north,app,0.124,AUTO_PROCESS,N/A,42.48,0.17,SUCCESSFUL,1
CLM101117,silver,weather,44300.0,False,1,7.8,0,south,call_center,0.391,AUTO_PROCESS,N/A,47.82,0.06,SUCCESSFUL,1
CLM101118,standard,weather,20300.0,True,1,1.2,14,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.27,SUCCESSFUL,1
CLM101119,premium,medical,12900.0,True,1,4.7,37,north,app,0.084,AUTO_PROCESS,N/A,41.68,0.15,SUCCESSFUL,1
CLM101120,silver,airline_fault,91200.0,True,0,4.1,43,north,app,0.257,HUMAN_REVIEW,APPROVE,245.92,14.97,SUCCESSFUL,1
CLM101121,standard,weather,6500.0,True,0,2.5,22,west,app,0.121,AUTO_PROCESS,N/A,42.42,0.11,SUCCESSFUL,1
CLM101122,silver,theft,83600.0,True,2,4.2,24,west,agent,0.565,HUMAN_REVIEW,REJECT,273.22,53.84,CUSTOMER_COMPLAINT,0
CLM101123,standard,mechanical,9800.0,False,1,2.3,7,east,app,0.326,AUTO_PROCESS,N/A,46.52,0.26,DISPUTED,0
CLM101124,standard,other,14100.0,True,0,2.9,11,south,agent,0.249,AUTO_PROCESS,N/A,44.98,0.23,DISPUTED,0
CLM101125,silver,other,39300.0,True,0,3.6,23,north,app,0.136,AUTO_PROCESS,N/A,42.72,0.21,SUCCESSFUL,1
CLM101126,standard,medical,69100.0,True,0,11.6,0,east,app,0.329,HUMAN_REVIEW,REJECT,275.53,36.21,FRAUD_CONFIRMED,0
CLM101127,silver,mechanical,39000.0,False,0,3.2,31,north,call_center,0.481,AUTO_PROCESS,N/A,49.62,0.07,SUCCESSFUL,1
CLM101128,silver,mechanical,46300.0,True,0,6.2,12,west,call_center,0.288,AUTO_PROCESS,N/A,45.76,0.17,REOPENED,0
CLM101129,premium,airline_fault,47900.0,False,1,15.2,30,east,app,0.336,AUTO_PROCESS,N/A,46.72,0.11,CUSTOMER_COMPLAINT,0
CLM101130,premium,other,5200.0,True,1,8.0,10,west,agent,0.179,AUTO_PROCESS,N/A,43.58,0.06,SUCCESSFUL,1
CLM101131,standard,mechanical,19800.0,False,1,1.4,29,south,app,0.361,AUTO_PROCESS,N/A,47.22,0.24,SUCCESSFUL,1
CLM101132,standard,weather,4300.0,False,0,2.1,31,east,call_center,0.513,AUTO_PROCESS,N/A,50.26,0.07,SUCCESSFUL,1
CLM101133,silver,theft,64300.0,True,0,7.9,29,east,app,0.364,HUMAN_REVIEW,APPROVE,262.23,52.98,FRAUD_CONFIRMED,0
CLM101134,premium,medical,10100.0,False,2,0.7,22,north,call_center,0.25,AUTO_PROCESS,N/A,45.0,0.19,SUCCESSFUL,1
CLM101135,standard,mechanical,32000.0,False,0,1.3,24,north,app,0.507,AUTO_PROCESS,N/A,50.14,0.2,SUCCESSFUL,1
CLM101136,standard,airline_fault,33100.0,True,2,7.9,39,west,app,0.134,AUTO_PROCESS,N/A,42.68,0.07,SUCCESSFUL,1
CLM101137,standard,other,13600.0,True,1,5.3,14,north,call_center,0.332,AUTO_PROCESS,N/A,46.64,0.2,SUCCESSFUL,1
CLM101138,standard,airline_fault,23500.0,True,0,0.6,11,east,agent,0.223,AUTO_PROCESS,N/A,44.46,0.27,SUCCESSFUL,1
CLM101139,silver,other,54200.0,False,1,2.6,21,north,app,0.587,HUMAN_REVIEW,REJECT,152.19,62.39,FRAUD_CONFIRMED,0
CLM101140,standard,mechanical,52400.0,True,0,4.1,12,east,call_center,0.288,HUMAN_REVIEW,APPROVE,228.46,32.34,DISPUTED,0
CLM101141,silver,other,20300.0,True,2,3.0,36,west,app,0.369,AUTO_PROCESS,N/A,47.38,0.26,SUCCESSFUL,1
CLM101142,silver,other,102300.0,True,2,5.9,23,south,app,0.436,HUMAN_REVIEW,REJECT,278.95,61.21,CUSTOMER_COMPLAINT,0
CLM101143,silver,mechanical,7600.0,False,0,7.8,37,west,app,0.41,AUTO_PROCESS,N/A,48.2,0.19,REOPENED,0
CLM101144,standard,other,41600.0,True,2,3.2,14,south,agent,0.234,AUTO_PROCESS,N/A,44.68,0.27,DISPUTED,0
CLM101145,standard,airline_fault,47300.0,True,0,1.7,36,west,call_center,0.273,AUTO_PROCESS,N/A,45.46,0.09,SUCCESSFUL,1
CLM101146,silver,airline_fault,8400.0,True,0,2.3,11,north,app,0.1,AUTO_PROCESS,N/A,42.0,0.08,SUCCESSFUL,1
CLM101147,silver,mechanical,33800.0,False,1,5.1,12,north,agent,0.328,AUTO_PROCESS,N/A,46.56,0.2,SUCCESSFUL,1
CLM101148,standard,theft,80000.0,False,1,7.4,5,south,agent,0.926,HUMAN_REVIEW,REJECT,270.37,45.73,FRAUD_CONFIRMED,0
CLM101149,premium,airline_fault,27300.0,True,1,3.8,40,north,app,0.057,AUTO_PROCESS,N/A,41.14,0.24,SUCCESSFUL,1
CLM101150,standard,mechanical,41700.0,False,1,8.8,20,north,app,0.492,AUTO_PROCESS,N/A,49.84,0.18,SUCCESSFUL,1
CLM101151,premium,other,39800.0,False,1,4.0,18,east,app,0.434,AUTO_PROCESS,N/A,48.68,0.12,SUCCESSFUL,1
CLM101152,standard,other,10400.0,True,2,1.4,14,west,agent,0.254,AUTO_PROCESS,N/A,45.08,0.1,SUCCESSFUL,1
CLM101153,standard,weather,81200.0,True,3,4.6,17,east,app,0.468,HUMAN_REVIEW,REJECT,291.26,33.44,FRAUD_CONFIRMED,0
CLM101154,standard,mechanical,21000.0,True,1,11.4,31,east,app,0.11,AUTO_PROCESS,N/A,42.2,0.23,SUCCESSFUL,1
CLM101155,standard,airline_fault,33800.0,True,1,4.9,41,south,app,0.031,AUTO_PROCESS,N/A,40.62,0.12,SUCCESSFUL,1
CLM101156,standard,weather,11000.0,False,0,6.2,19,west,app,0.455,AUTO_PROCESS,N/A,49.1,0.06,SUCCESSFUL,1
CLM101157,standard,other,11900.0,True,0,1.2,29,south,app,0.253,AUTO_PROCESS,N/A,45.06,0.12,SUCCESSFUL,1
CLM101158,standard,other,25200.0,True,1,4.7,33,south,call_center,0.313,AUTO_PROCESS,N/A,46.26,0.29,SUCCESSFUL,1
CLM101159,silver,weather,25900.0,True,0,3.0,42,west,agent,0.044,AUTO_PROCESS,N/A,40.88,0.09,SUCCESSFUL,1
CLM101160,standard,weather,34600.0,True,3,5.2,12,east,agent,0.337,AUTO_PROCESS,N/A,46.74,0.29,SUCCESSFUL,1
CLM101161,silver,mechanical,52900.0,True,3,1.8,4,north,app,0.273,HUMAN_REVIEW,APPROVE,246.86,55.94,FRAUD_CONFIRMED,0
CLM101162,silver,mechanical,22400.0,True,0,10.2,31,north,app,0.115,AUTO_PROCESS,N/A,42.3,0.18,SUCCESSFUL,1
CLM101163,standard,airline_fault,41300.0,False,0,5.0,16,south,agent,0.529,AUTO_PROCESS,N/A,50.58,0.05,SUCCESSFUL,1
CLM101164,standard,airline_fault,97600.0,True,0,5.1,30,south,app,0.435,HUMAN_REVIEW,APPROVE,224.9,48.29,SUCCESSFUL,1
CLM101165,premium,mechanical,16200.0,True,0,8.3,23,west,call_center,0.1,AUTO_PROCESS,N/A,42.0,0.07,SUCCESSFUL,1
CLM101166,silver,weather,23500.0,True,1,5.0,14,west,app,0.173,AUTO_PROCESS,N/A,43.46,0.11,SUCCESSFUL,1
CLM101167,standard,other,15500.0,True,2,1.4,24,north,app,0.29,AUTO_PROCESS,N/A,45.8,0.16,DISPUTED,0
CLM101168,silver,medical,10300.0,True,3,0.9,16,west,agent,0.335,AUTO_PROCESS,N/A,46.7,0.24,SUCCESSFUL,1
CLM101169,standard,theft,35800.0,True,1,13.5,34,south,call_center,0.348,AUTO_PROCESS,N/A,46.96,0.22,FRAUD_CONFIRMED,0
CLM101170,standard,mechanical,27400.0,False,1,5.0,2,east,agent,0.349,AUTO_PROCESS,N/A,46.98,0.07,SUCCESSFUL,1
CLM101171,silver,other,29700.0,True,1,3.7,28,east,call_center,0.144,AUTO_PROCESS,N/A,42.88,0.2,SUCCESSFUL,1
CLM101172,standard,airline_fault,15100.0,False,0,3.4,37,west,app,0.451,AUTO_PROCESS,N/A,49.02,0.1,SUCCESSFUL,1
CLM101173,silver,other,8400.0,True,0,2.6,9,west,app,0.401,AUTO_PROCESS,N/A,48.02,0.17,FRAUD_CONFIRMED,0
CLM101174,standard,airline_fault,13500.0,True,2,5.3,29,west,call_center,0.181,AUTO_PROCESS,N/A,43.62,0.08,SUCCESSFUL,1
CLM101175,silver,other,20200.0,True,1,4.2,35,south,call_center,0.225,AUTO_PROCESS,N/A,44.5,0.27,FRAUD_CONFIRMED,0
CLM101176,standard,airline_fault,105400.0,True,2,3.6,0,south,app,0.569,HUMAN_REVIEW,APPROVE,256.11,19.96,CUSTOMER_COMPLAINT,0
CLM101177,standard,other,372800.0,True,1,2.1,33,south,call_center,0.56,HUMAN_REVIEW,REJECT,270.57,68.58,FRAUD_CONFIRMED,0
CLM101178,standard,airline_fault,28100.0,True,1,4.3,27,north,app,0.049,AUTO_PROCESS,N/A,40.98,0.1,SUCCESSFUL,1
CLM101179,standard,other,16400.0,True,0,3.7,11,south,agent,0.206,AUTO_PROCESS,N/A,44.12,0.25,SUCCESSFUL,1
CLM101180,silver,theft,32300.0,True,1,5.6,14,south,app,0.283,AUTO_PROCESS,N/A,45.66,0.17,SUCCESSFUL,1
CLM101181,standard,airline_fault,33300.0,True,1,3.0,7,east,agent,0.099,AUTO_PROCESS,N/A,41.98,0.06,SUCCESSFUL,1
CLM101182,standard,medical,11400.0,False,4,2.5,43,north,app,0.603,AUTO_PROCESS,N/A,52.06,0.12,SUCCESSFUL,1
CLM101183,standard,airline_fault,29800.0,False,1,2.6,1,west,app,0.296,AUTO_PROCESS,N/A,45.92,0.25,SUCCESSFUL,1
CLM101184,standard,theft,45000.0,True,0,2.0,17,north,app,0.318,AUTO_PROCESS,N/A,46.36,0.18,FRAUD_CONFIRMED,0
CLM101185,silver,mechanical,39200.0,True,0,1.3,29,west,agent,0.099,AUTO_PROCESS,N/A,41.98,0.23,SUCCESSFUL,1
CLM101186,standard,medical,24700.0,True,1,3.3,10,east,app,0.132,AUTO_PROCESS,N/A,42.64,0.27,REOPENED,0
CLM101187,premium,other,18000.0,False,2,1.6,39,east,app,0.374,AUTO_PROCESS,N/A,47.48,0.09,SUCCESSFUL,1
CLM101188,standard,mechanical,39200.0,False,2,8.2,28,east,app,0.477,AUTO_PROCESS,N/A,49.54,0.15,REOPENED,0
CLM101189,silver,medical,76200.0,True,1,5.8,28,east,agent,0.204,HUMAN_REVIEW,APPROVE,235.7,12.64,SUCCESSFUL,1
CLM101190,standard,other,25200.0,True,0,2.6,40,south,app,0.342,AUTO_PROCESS,N/A,46.84,0.12,SUCCESSFUL,1
CLM101191,standard,medical,119800.0,True,1,4.9,5,north,agent,0.473,HUMAN_REVIEW,REJECT,291.1,28.66,CUSTOMER_COMPLAINT,0
CLM101192,premium,weather,65000.0,True,3,5.9,31,south,app,0.326,HUMAN_REVIEW,APPROVE,287.35,46.18,SUCCESSFUL,1
CLM101193,premium,mechanical,74400.0,True,0,3.1,41,east,app,0.184,HUMAN_REVIEW,APPROVE,251.33,65.62,SUCCESSFUL,1
CLM101194,premium,weather,56100.0,True,0,2.5,6,north,app,0.104,HUMAN_REVIEW,APPROVE,250.29,61.79,SUCCESSFUL,1
CLM101195,standard,mechanical,20400.0,True,0,0.6,36,north,app,0.118,AUTO_PROCESS,N/A,42.36,0.06,SUCCESSFUL,1
CLM101196,standard,weather,8500.0,True,0,6.5,20,north,app,0.201,AUTO_PROCESS,N/A,44.02,0.22,SUCCESSFUL,1
CLM101197,silver,other,23700.0,True,1,2.5,34,west,agent,0.119,AUTO_PROCESS,N/A,42.38,0.26,SUCCESSFUL,1
CLM101198,standard,theft,58800.0,False,0,9.7,1,east,agent,0.709,HUMAN_REVIEW,REJECT,244.39,50.55,FRAUD_CONFIRMED,0
CLM101199,silver,theft,25500.0,True,0,6.3,39,north,agent,0.345,AUTO_PROCESS,N/A,46.9,0.09,DISPUTED,0
CLM101200,silver,airline_fault,19000.0,False,0,3.9,26,north,agent,0.408,AUTO_PROCESS,N/A,48.16,0.28,SUCCESSFUL,1
CLM101201,silver,airline_fault,58100.0,True,0,4.4,17,south,app,0.197,HUMAN_REVIEW,APPROVE,302.86,8.07,SUCCESSFUL,1
CLM101202,silver,medical,128400.0,True,0,2.6,7,east,app,0.4,HUMAN_REVIEW,APPROVE,253.46,47.66,SUCCESSFUL,1
CLM101203,silver,theft,79800.0,True,0,4.2,7,west,call_center,0.392,HUMAN_REVIEW,REJECT,241.7,29.9,FRAUD_CONFIRMED,0
CLM101204,standard,other,116200.0,True,0,4.1,38,east,app,0.586,HUMAN_REVIEW,APPROVE,202.8,63.07,SUCCESSFUL,1
CLM101205,standard,theft,15000.0,True,1,1.6,29,east,call_center,0.213,AUTO_PROCESS,N/A,44.26,0.08,REOPENED,0
CLM101206,silver,weather,14000.0,True,0,2.1,34,south,agent,0.043,AUTO_PROCESS,N/A,40.86,0.09,SUCCESSFUL,1
CLM101207,standard,medical,14700.0,False,1,3.2,41,east,agent,0.355,AUTO_PROCESS,N/A,47.1,0.13,SUCCESSFUL,1
CLM101208,standard,medical,13800.0,True,1,9.5,10,west,agent,0.138,AUTO_PROCESS,N/A,42.76,0.27,SUCCESSFUL,1
CLM101209,standard,airline_fault,14500.0,True,1,1.4,9,south,app,0.205,AUTO_PROCESS,N/A,44.1,0.21,SUCCESSFUL,1
CLM101210,silver,medical,43200.0,True,2,1.1,22,east,app,0.074,AUTO_PROCESS,N/A,41.48,0.27,SUCCESSFUL,1
CLM101211,silver,weather,46300.0,True,0,1.9,23,west,agent,0.0,AUTO_PROCESS,N/A,40.0,0.09,SUCCESSFUL,1
CLM101212,silver,weather,10200.0,False,0,8.3,16,north,call_center,0.461,AUTO_PROCESS,N/A,49.22,0.06,SUCCESSFUL,1
CLM101213,standard,airline_fault,47200.0,True,4,1.0,38,north,agent,0.18,AUTO_PROCESS,N/A,43.6,0.27,SUCCESSFUL,1
CLM101214,standard,theft,17200.0,True,0,4.1,24,north,agent,0.398,AUTO_PROCESS,N/A,47.96,0.11,SUCCESSFUL,1
CLM101215,standard,medical,53200.0,True,1,1.5,7,west,app,0.096,HUMAN_REVIEW,APPROVE,288.26,46.14,DISPUTED,0
CLM101216,standard,weather,17900.0,False,0,3.8,21,north,app,0.441,AUTO_PROCESS,N/A,48.82,0.25,SUCCESSFUL,1
CLM101217,silver,medical,63600.0,True,0,7.6,15,west,app,0.135,HUMAN_REVIEW,REJECT,260.3,71.12,FRAUD_CONFIRMED,0
CLM101218,silver,medical,11600.0,True,0,3.5,30,south,agent,0.098,AUTO_PROCESS,N/A,41.96,0.15,SUCCESSFUL,1
CLM101219,standard,mechanical,54200.0,True,1,6.4,36,west,app,0.315,HUMAN_REVIEW,APPROVE,260.29,17.39,SUCCESSFUL,1
CLM101220,standard,airline_fault,18700.0,True,0,2.9,13,south,call_center,0.011,AUTO_PROCESS,N/A,40.22,0.26,CUSTOMER_COMPLAINT,0
CLM101221,standard,weather,31100.0,True,0,1.4,28,north,app,0.102,AUTO_PROCESS,N/A,42.04,0.11,SUCCESSFUL,1
CLM101222,premium,airline_fault,12600.0,True,1,8.5,27,west,agent,0.058,AUTO_PROCESS,N/A,41.16,0.23,SUCCESSFUL,1
CLM101223,silver,other,26800.0,True,1,5.2,5,west,app,0.181,AUTO_PROCESS,N/A,43.62,0.16,REOPENED,0
CLM101224,standard,other,40800.0,True,0,4.9,37,south,agent,0.205,AUTO_PROCESS,N/A,44.1,0.21,CUSTOMER_COMPLAINT,0
CLM101225,premium,airline_fault,11700.0,True,1,3.5,24,north,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.14,SUCCESSFUL,1
CLM101226,standard,mechanical,10000.0,True,2,6.4,35,east,app,0.213,AUTO_PROCESS,N/A,44.26,0.11,SUCCESSFUL,1
CLM101227,standard,weather,55900.0,False,1,3.8,16,west,app,0.521,HUMAN_REVIEW,REJECT,279.45,47.43,CUSTOMER_COMPLAINT,0
CLM101228,premium,airline_fault,13200.0,False,1,1.3,35,north,agent,0.413,AUTO_PROCESS,N/A,48.26,0.23,FRAUD_CONFIRMED,0
CLM101229,standard,weather,23300.0,True,0,3.4,43,south,app,0.162,AUTO_PROCESS,N/A,43.24,0.24,SUCCESSFUL,1
CLM101230,standard,airline_fault,28400.0,True,1,5.9,6,south,app,0.0,AUTO_PROCESS,N/A,40.0,0.11,SUCCESSFUL,1
CLM101231,silver,weather,14500.0,True,0,5.1,16,north,agent,0.06,AUTO_PROCESS,N/A,41.2,0.26,SUCCESSFUL,1
CLM101232,standard,weather,138300.0,False,0,1.2,21,east,call_center,0.654,HUMAN_REVIEW,REJECT,240.98,66.13,FRAUD_CONFIRMED,0
CLM101233,silver,mechanical,16400.0,True,0,1.1,30,north,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.07,FRAUD_CONFIRMED,0
CLM101234,standard,mechanical,23600.0,True,0,4.2,19,west,app,0.059,AUTO_PROCESS,N/A,41.18,0.19,SUCCESSFUL,1
CLM101235,standard,mechanical,7800.0,True,0,3.7,21,west,app,0.41,AUTO_PROCESS,N/A,48.2,0.15,SUCCESSFUL,1
CLM101236,standard,mechanical,67100.0,True,4,2.7,7,east,agent,0.259,HUMAN_REVIEW,APPROVE,248.05,63.4,FRAUD_CONFIRMED,0
CLM101237,standard,mechanical,5200.0,True,1,7.2,6,north,call_center,0.25,AUTO_PROCESS,N/A,45.0,0.14,SUCCESSFUL,1
CLM101238,standard,mechanical,14500.0,True,1,3.8,31,south,app,0.088,AUTO_PROCESS,N/A,41.76,0.15,SUCCESSFUL,1
CLM101239,standard,other,8800.0,True,3,4.3,15,south,agent,0.426,AUTO_PROCESS,N/A,48.52,0.05,FRAUD_CONFIRMED,0
CLM101240,premium,airline_fault,15300.0,True,0,1.7,22,south,agent,0.069,AUTO_PROCESS,N/A,41.38,0.1,SUCCESSFUL,1
CLM101241,standard,theft,14100.0,False,1,5.1,41,east,call_center,0.869,HUMAN_REVIEW,REJECT,257.73,36.47,FRAUD_CONFIRMED,0
CLM101242,standard,weather,13700.0,True,1,3.3,4,south,agent,0.233,AUTO_PROCESS,N/A,44.66,0.07,SUCCESSFUL,1
CLM101243,standard,mechanical,61800.0,False,1,2.3,7,north,agent,0.587,HUMAN_REVIEW,APPROVE,258.88,20.51,SUCCESSFUL,1
CLM101244,standard,theft,37100.0,True,4,5.1,21,east,app,0.536,AUTO_PROCESS,N/A,50.72,0.29,SUCCESSFUL,1
CLM101245,standard,medical,4700.0,False,1,7.0,13,east,call_center,0.435,AUTO_PROCESS,N/A,48.7,0.06,SUCCESSFUL,1
CLM101246,silver,other,78800.0,True,1,2.5,8,north,call_center,0.14,HUMAN_REVIEW,APPROVE,294.6,36.48,SUCCESSFUL,1
CLM101247,standard,mechanical,47300.0,True,0,4.9,21,east,app,0.356,AUTO_PROCESS,N/A,47.12,0.3,SUCCESSFUL,1
CLM101248,premium,weather,9700.0,False,0,2.9,6,north,app,0.33,AUTO_PROCESS,N/A,46.6,0.14,DISPUTED,0
CLM101249,premium,medical,22500.0,True,0,4.4,8,south,app,0.0,AUTO_PROCESS,N/A,40.0,0.06,SUCCESSFUL,1
CLM101250,standard,weather,119900.0,True,1,1.3,31,west,app,0.23,HUMAN_REVIEW,REJECT,275.97,55.13,FRAUD_CONFIRMED,0
CLM101251,standard,mechanical,59500.0,False,0,1.4,22,north,call_center,0.609,HUMAN_REVIEW,APPROVE,218.83,15.19,SUCCESSFUL,1
CLM101252,standard,other,178100.0,True,2,4.5,42,east,agent,0.656,HUMAN_REVIEW,REJECT,246.11,19.12,FRAUD_CONFIRMED,0
CLM101253,silver,mechanical,94000.0,True,1,2.2,3,west,agent,0.286,HUMAN_REVIEW,APPROVE,238.14,24.51,SUCCESSFUL,1
CLM101254,standard,theft,2500.0,False,2,5.1,13,north,call_center,0.498,AUTO_PROCESS,N/A,49.96,0.13,SUCCESSFUL,1
CLM101255,premium,airline_fault,76300.0,False,3,3.8,29,south,app,0.572,HUMAN_REVIEW,APPROVE,221.73,7.97,SUCCESSFUL,1
CLM101256,silver,airline_fault,24500.0,True,0,1.8,36,north,agent,0.0,AUTO_PROCESS,N/A,40.0,0.1,SUCCESSFUL,1
CLM101257,silver,other,18500.0,False,1,3.5,38,east,agent,0.212,AUTO_PROCESS,N/A,44.24,0.26,SUCCESSFUL,1
CLM101258,standard,airline_fault,7600.0,False,1,3.3,33,west,call_center,0.39,AUTO_PROCESS,N/A,47.8,0.21,SUCCESSFUL,1
CLM101259,premium,mechanical,19000.0,True,0,5.7,40,north,app,0.104,AUTO_PROCESS,N/A,42.08,0.17,SUCCESSFUL,1
CLM101260,standard,mechanical,198800.0,True,1,4.2,16,west,app,0.323,HUMAN_REVIEW,REJECT,275.46,42.29,CUSTOMER_COMPLAINT,0
CLM101261,standard,mechanical,112000.0,True,0,3.0,10,south,call_center,0.351,HUMAN_REVIEW,REJECT,254.04,16.82,FRAUD_CONFIRMED,0
